id,location,date,total_cases,new_cases,total_deaths,new_deaths,mask_use_percentage
16755,Maine,2020-04-01,63918.00,24201,1361.00,347,
18460,Maine,2020-04-01,103461.00,39543,1956.00,595,
20000,Maine,2020-04-01,148223.00,44762,2659.00,703,
21705,Maine,2020-04-01,199011.00,50788,3403.00,744,
23355,Maine,2020-04-01,260627.00,61616,4192.00,789,
25060,Maine,2020-04-01,328446.00,67819,5017.00,825,
26710,Maine,2020-04-01,397500.00,69054,5876.00,859,
28415,Maine,2020-04-01,467963.00,70463,6776.00,900,
1631,Maryland,2020-04-01,1985.00,1985,33.00,33,
3281,Maryland,2020-04-01,25551.00,23566,1225.00,1192,
4986,Maryland,2020-04-01,79586.00,54035,3777.00,2552,
6636,Maryland,2020-04-01,148088.00,68502,6982.00,3205,
8341,Maryland,2020-04-01,238013.00,89925,10488.00,3506,
10046,Maryland,2020-04-01,347366.00,109353,14249.00,3761,
11696,Maryland,2020-04-01,473363.00,125997,18198.00,3949,
13401,Maryland,2020-04-01,619990.00,146627,22350.00,4152,
15051,Maryland,2020-04-01,821469.00,201479,27023.00,4673,
16756,Maryland,2020-04-01,1101856.00,280387,32965.00,5942,
18461,Maryland,2020-04-01,1457668.00,355812,40119.00,7154,
20001,Maryland,2020-04-01,1840552.00,382884,47998.00,7879,
21706,Maryland,2020-04-01,2253665.00,413113,56301.00,8303,
23356,Maryland,2020-04-01,2702194.00,448529,65065.00,8764,
25061,Maryland,2020-04-01,3162401.00,460207,74681.00,9616,
26711,Maryland,2020-04-01,3624972.00,462571,84425.00,9744,
28416,Maryland,2020-04-01,4094286.00,469314,94253.00,9828,
36,Massachusetts,2020-04-01,1.00,1,0.00,0,
245,Massachusetts,2020-04-01,2.00,1,0.00,0,
1632,Massachusetts,2020-04-01,7740.00,7738,122.00,122,
3282,Massachusetts,2020-04-01,72051.00,64311,3838.00,3716,
4987,Massachusetts,2020-04-01,172856.00,100805,10873.00,7035,
6637,Massachusetts,2020-04-01,281999.00,109143,18954.00,8081,
8342,Massachusetts,2020-04-01,400039.00,118040,27580.00,8626,
10047,Massachusetts,2020-04-01,528927.00,128888,36644.00,9064,
11697,Massachusetts,2020-04-01,661797.00,132870,46124.00,9480,
13402,Massachusetts,2020-04-01,821504.00,159707,56137.00,10013,
15052,Massachusetts,2020-04-01,1050709.00,229205,66915.00,10778,
16757,Massachusetts,2020-04-01,1425887.00,375178,79338.00,12423,
18462,Massachusetts,2020-04-01,1952310.00,526423,93945.00,14607,
20002,Massachusetts,2020-04-01,2534853.00,582543,110089.00,16144,
21707,Massachusetts,2020-04-01,3173192.00,638339,127306.00,17217,
23357,Massachusetts,2020-04-01,3863471.00,690279,144923.00,17617,
25062,Massachusetts,2020-04-01,4570602.00,707131,162806.00,17883,
26712,Massachusetts,2020-04-01,5280651.00,710049,180803.00,17997,
28417,Massachusetts,2020-04-01,6000431.00,719780,198885.00,18082,
1633,Michigan,2020-04-01,9292.00,9292,336.00,336,
3283,Michigan,2020-04-01,51640.00,42348,4202.00,3866,
4988,Michigan,2020-04-01,110075.00,58435,9727.00,5525,
6638,Michigan,2020-04-01,181354.00,71279,15929.00,6202,
8343,Michigan,2020-04-01,272804.00,91450,22389.00,6460,
10048,Michigan,2020-04-01,386773.00,113969,29159.00,6770,
11698,Michigan,2020-04-01,525837.00,139064,36262.00,7103,
13403,Michigan,2020-04-01,723338.00,197501,43962.00,7700,
15053,Michigan,2020-04-01,1117892.00,394554,53720.00,9758,
16758,Michigan,2020-04-01,1644737.00,526845,66731.00,13011,
18463,Michigan,2020-04-01,2255261.00,610524,82258.00,15527,
20003,Michigan,2020-04-01,2901763.00,646502,98767.00,16509,
21708,Michigan,2020-04-01,3653762.00,751999,115932.00,17165,
23358,Michigan,2020-04-01,4592039.00,938277,134815.00,18883,
25063,Michigan,2020-04-01,5583213.00,991174,155189.00,20374,
26713,Michigan,2020-04-01,6582060.00,998847,176187.00,20998,
28418,Michigan,2020-04-01,7591678.00,1009618,197360.00,21173,
1634,Minnesota,2020-04-01,689.00,689,17.00,17,
3284,Minnesota,2020-04-01,6419.00,5730,388.00,371,
4989,Minnesota,2020-04-01,31637.00,25218,1448.00,1060,
6639,Minnesota,2020-04-01,68390.00,36753,2930.00,1482,
8344,Minnesota,2020-04-01,123618.00,55228,4576.00,1646,
10049,Minnesota,2020-04-01,200022.00,76404,6448.00,1872,
11699,Minnesota,2020-04-01,300275.00,100253,8550.00,2102,
13404,Minnesota,2020-04-01,451001.00,150726,11079.00,2529,
15054,Minnesota,2020-04-01,773372.00,322371,14753.00,3674,
16759,Minnesota,2020-04-01,1188733.00,415361,20135.00,5382,
18464,Minnesota,2020-04-01,1651329.00,462596,26405.00,6270,
20004,Minnesota,2020-04-01,2136627.00,485298,32959.00,6554,
21709,Minnesota,2020-04-01,2658372.00,521745,39897.00,6938,
23359,Minnesota,2020-04-01,3235989.00,577617,47144.00,7247,
25064,Minnesota,2020-04-01,3837599.00,601610,54664.00,7520,
26714,Minnesota,2020-04-01,4443140.00,605541,62356.00,7692,
28419,Minnesota,2020-04-01,5055934.00,612794,70117.00,7761,
1635,Mississippi,2020-04-01,1073.00,1073,22.00,22,
3285,Mississippi,2020-04-01,8285.00,7212,303.00,281,
4990,Mississippi,2020-04-01,24037.00,15752,1042.00,739,
6640,Mississippi,2020-04-01,51937.00,27900,2124.00,1082,
8345,Mississippi,2020-04-01,111818.00,59881,3817.00,1693,
10050,Mississippi,2020-04-01,195402.00,83584,6310.00,2493,
11700,Mississippi,2020-04-01,294288.00,98886,9289.00,2979,
13405,Mississippi,2020-04-01,414788.00,120500,12637.00,3348,
15055,Mississippi,2020-04-01,569199.00,154411,16473.00,3836,
16760,Mississippi,2020-04-01,787585.00,218386,21289.00,4816,
18465,Mississippi,2020-04-01,1063291.00,275706,27345.00,6056,
20005,Mississippi,2020-04-01,1358285.00,294994,34026.00,6681,
21710,Mississippi,2020-04-01,1663702.00,305417,41074.00,7048,
23360,Mississippi,2020-04-01,1975602.00,311900,48273.00,7199,
25065,Mississippi,2020-04-01,2293357.00,317755,55591.00,7318,
26715,Mississippi,2020-04-01,2615301.00,321944,63006.00,7415,
28420,Mississippi,2020-04-01,2958806.00,343505,70549.00,7543,
1636,Missouri,2020-04-01,1580.00,1580,21.00,21,
3286,Missouri,2020-04-01,9420.00,7840,376.00,355,
4991,Missouri,2020-04-01,22943.00,13523,1162.00,786,
6641,Missouri,2020-04-01,45538.00,22595,2211.00,1049,
8346,Missouri,2020-04-01,97550.00,52012,3522.00,1311,
10051,Missouri,2020-04-01,184964.00,87414,5173.00,1651,
11701,Missouri,2020-04-01,316742.00,131778,7357.00,2184,
13406,Missouri,2020-04-01,508883.00,192141,10448.00,3091,
15056,Missouri,2020-04-01,826786.00,317903,14578.00,4130,
16761,Missouri,2020-04-01,1248003.00,421217,20484.00,5906,
18466,Missouri,2020-04-01,1749229.00,501226,27666.00,7182,
20006,Missouri,2020-04-01,2274435.00,525206,36051.00,8385,
21711,Missouri,2020-04-01,2863981.00,589546,45032.00,8981,
23361,Missouri,2020-04-01,3465842.00,601861,54282.00,9250,
25066,Missouri,2020-04-01,4081394.00,615552,63944.00,9662,
26716,Missouri,2020-04-01,4717514.00,636120,73868.00,9924,
28421,Missouri,2020-04-01,5414995.00,697481,84181.00,10313,
1637,Montana,2020-04-01,219.00,219,5.00,5,
3287,Montana,2020-04-01,671.00,452,21.00,16,
4992,Montana,2020-04-01,1190.00,519,38.00,17,
6642,Montana,2020-04-01,2206.00,1016,60.00,22,
8347,Montana,2020-04-01,6287.00,4081,121.00,61,
10052,Montana,2020-04-01,13813.00,7526,226.00,105,
11702,Montana,2020-04-01,27439.00,13626,407.00,181,
13407,Montana,2020-04-01,60934.00,33495,785.00,378,
15057,Montana,2020-04-01,124258.00,63324,1485.00,700,
16762,Montana,2020-04-01,205959.00,81701,2447.00,962,
18467,Montana,2020-04-01,300105.00,94146,3682.00,1235,
20007,Montana,2020-04-01,400220.00,100115,5040.00,1358,
21712,Montana,2020-04-01,505085.00,104865,6478.00,1438,
23362,Montana,2020-04-01,614146.00,109061,8052.00,1574,
25067,Montana,2020-04-01,726095.00,111949,9665.00,1613,
26717,Montana,2020-04-01,840023.00,113928,11331.00,1666,
28422,Montana,2020-04-01,956503.00,116480,13035.00,1704,
246,Nebraska,2020-04-01,13.00,13,0.00,0,
1638,Nebraska,2020-04-01,262.00,249,5.00,5,
3288,Nebraska,2020-04-01,5100.00,4838,77.00,72,
4993,Nebraska,2020-04-01,19445.00,14345,260.00,183,
6643,Nebraska,2020-04-01,38770.00,19325,542.00,282,
8348,Nebraska,2020-04-01,65161.00,26391,880.00,338,
10053,Nebraska,2020-04-01,99735.00,34574,1285.00,405,
11703,Nebraska,2020-04-01,145920.00,46185,1782.00,497,
13408,Nebraska,2020-04-01,217586.00,71666,2443.00,661,
15058,Nebraska,2020-04-01,348382.00,130796,3535.00,1092,
16763,Nebraska,2020-04-01,516949.00,168567,5242.00,1707,
18468,Nebraska,2020-04-01,709061.00,192112,7273.00,2031,
20008,Nebraska,2020-04-01,910617.00,201556,9478.00,2205,
21713,Nebraska,2020-04-01,1120772.00,210155,11760.00,2282,
23363,Nebraska,2020-04-01,1340804.00,220032,14126.00,2366,
25068,Nebraska,2020-04-01,1564600.00,223796,16623.00,2497,
26718,Nebraska,2020-04-01,1789402.00,224802,19143.00,2520,
28423,Nebraska,2020-04-01,2017852.00,228450,21693.00,2550,
1639,Nevada,2020-04-01,1279.00,1279,32.00,32,
3289,Nevada,2020-04-01,6528.00,5249,286.00,254,
4994,Nevada,2020-04-01,15229.00,8701,706.00,420,
6644,Nevada,2020-04-01,34380.00,19151,1218.00,512,
8349,Nevada,2020-04-01,83587.00,49207,2050.00,832,
10054,Nevada,2020-04-01,153295.00,69708,3363.00,1313,
11704,Nevada,2020-04-01,233802.00,80507,4966.00,1603,
13409,Nevada,2020-04-01,335396.00,101594,6749.00,1783,
15059,Nevada,2020-04-01,490708.00,155312,8931.00,2182,
16764,Nevada,2020-04-01,717754.00,227046,12077.00,3146,
18469,Nevada,2020-04-01,996982.00,279228,16358.00,4281,
20009,Nevada,2020-04-01,1291029.00,294047,21315.00,4957,
21714,Nevada,2020-04-01,1595160.00,304131,26571.00,5256,
23364,Nevada,2020-04-01,1910598.00,315438,32035.00,5464,
25069,Nevada,2020-04-01,2234860.00,324262,37625.00,5590,
26719,Nevada,2020-04-01,2569115.00,334255,43317.00,5692,
28424,Nevada,2020-04-01,2925516.00,356401,49229.00,5912,
1640,New Hampshire,2020-04-01,415.00,415,4.00,4,
3290,New Hampshire,2020-04-01,2725.00,2310,85.00,81,
4995,New Hampshire,2020-04-01,7410.00,4685,330.00,245,
6645,New Hampshire,2020-04-01,13212.00,5802,703.00,373,
8350,New Hampshire,2020-04-01,19825.00,6613,1119.00,416,
10055,New Hampshire,2020-04-01,27122.00,7297,1551.00,432,
11705,New Hampshire,2020-04-01,35439.00,8317,1992.00,441,
13410,New Hampshire,2020-04-01,46653.00,11214,2475.00,483,
15060,New Hampshire,2020-04-01,68419.00,21766,3003.00,528,
16765,New Hampshire,2020-04-01,112447.00,44028,3762.00,759,
18470,New Hampshire,2020-04-01,178505.00,66058,4821.00,1059,
20010,New Hampshire,2020-04-01,254093.00,75588,5991.00,1170,
21715,New Hampshire,2020-04-01,338632.00,84539,7236.00,1245,
23365,New Hampshire,2020-04-01,433795.00,95163,8540.00,1304,
25070,New Hampshire,2020-04-01,532562.00,98767,9893.00,1353,
26720,New Hampshire,2020-04-01,632089.00,99527,11265.00,1372,
28425,New Hampshire,2020-04-01,732746.00,100657,12652.00,1387,
1641,New Jersey,2020-04-01,22255.00,22255,355.00,355,
3291,New Jersey,2020-04-01,143445.00,121190,7893.00,7538,
4996,New Jersey,2020-04-01,304363.00,160918,19614.00,11721,
6646,New Jersey,2020-04-01,478145.00,173782,34692.00,15078,
8351,New Jersey,2020-04-01,662049.00,183904,50522.00,15830,
10056,New Jersey,2020-04-01,856119.00,194070,66472.00,15950,
11706,New Jersey,2020-04-01,1063795.00,207676,82599.00,16127,
13411,New Jersey,2020-04-01,1305217.00,241422,98953.00,16354,
15061,New Jersey,2020-04-01,1648956.00,343739,116036.00,17083,
16766,New Jersey,2020-04-01,2133838.00,484882,135196.00,19160,
18471,New Jersey,2020-04-01,2834184.00,700346,156709.00,21513,
20011,New Jersey,2020-04-01,3626680.00,792496,179982.00,23273,
21716,New Jersey,2020-04-01,4541100.00,914420,204573.00,24591,
23366,New Jersey,2020-04-01,5539911.00,998811,230161.00,25588,
25071,New Jersey,2020-04-01,6556401.00,1016490,256380.00,26219,
26721,New Jersey,2020-04-01,7580014.00,1023613,282843.00,26463,
28426,New Jersey,2020-04-01,8620295.00,1040281,309450.00,26607,
1642,New Mexico,2020-04-01,363.00,363,6.00,6,
3292,New Mexico,2020-04-01,3876.00,3513,137.00,131,
4997,New Mexico,2020-04-01,11676.00,7800,499.00,362,
6647,New Mexico,2020-04-01,23952.00,12276,999.00,500,
8352,New Mexico,2020-04-01,44748.00,20796,1650.00,651,
10057,New Mexico,2020-04-01,70208.00,25460,2437.00,787,
11707,New Mexico,2020-04-01,99869.00,29661,3319.00,882,
13412,New Mexico,2020-04-01,147101.00,47232,4345.00,1026,
15062,New Mexico,2020-04-01,246520.00,99419,5934.00,1589,
16767,New Mexico,2020-04-01,390662.00,144142,8438.00,2504,
18472,New Mexico,2020-04-01,565212.00,174550,11735.00,3297,
20012,New Mexico,2020-04-01,750509.00,185297,15466.00,3731,
21717,New Mexico,2020-04-01,942455.00,191946,19410.00,3944,
23367,New Mexico,2020-04-01,1140188.00,197733,23479.00,4069,
25072,New Mexico,2020-04-01,1343339.00,203151,27745.00,4266,
26722,New Mexico,2020-04-01,1548968.00,205629,32090.00,4345,
28427,New Mexico,2020-04-01,1759384.00,210416,36502.00,4412,
247,New York,2020-04-01,1.00,1,0.00,0,
1643,New York,2020-04-01,84365.00,84364,2415.00,2415,
3293,New York,2020-04-01,397940.00,313575,26256.00,23841,
4998,New York,2020-04-01,774460.00,376520,56022.00,29766,
6648,New York,2020-04-01,1173230.00,398770,87813.00,31791,
8353,New York,2020-04-01,1593707.00,420477,120203.00,32390,
10058,New York,2020-04-01,2033944.00,440237,152754.00,32551,
11708,New York,2020-04-01,2498696.00,464752,185522.00,32768,
13413,New York,2020-04-01,3013178.00,514482,218696.00,33174,
15063,New York,2020-04-01,3673219.00,660041,252918.00,34222,
16768,New York,2020-04-01,4669292.00,996073,290651.00,37733,
18473,New York,2020-04-01,6098388.00,1429096,334005.00,43354,
20013,New York,2020-04-01,7748948.00,1650560,381252.00,47247,
21718,New York,2020-04-01,9629716.00,1880768,431124.00,49872,
23368,New York,2020-04-01,11679890.00,2050174,482915.00,51791,
25073,New York,2020-04-01,13781001.00,2101111,535699.00,52784,
26723,New York,2020-04-01,15894545.00,2113544,588806.00,53107,
28428,New York,2020-04-01,18045580.00,2151035,642080.00,53274,
1644,North Carolina,2020-04-01,1591.00,1591,11.00,11,
3294,North Carolina,2020-04-01,12513.00,10922,416.00,405,
4999,North Carolina,2020-04-01,41881.00,29368,1339.00,923,
6649,North Carolina,2020-04-01,108696.00,66815,2728.00,1389,
8354,North Carolina,2020-04-01,232711.00,124015,4717.00,1989,
10059,North Carolina,2020-04-01,402677.00,169966,7486.00,2769,
11709,North Carolina,2020-04-01,615895.00,213218,11087.00,3601,
13414,North Carolina,2020-04-01,892601.00,276706,15492.00,4405,
15064,North Carolina,2020-04-01,1261216.00,368615,20814.00,5322,
16769,North Carolina,2020-04-01,1805192.00,543976,27633.00,6819,
18474,North Carolina,2020-04-01,2568550.00,763358,37030.00,9397,
20014,North Carolina,2020-04-01,3431430.00,862880,48316.00,11286,
21719,North Carolina,2020-04-01,4348904.00,917474,60476.00,12160,
23369,North Carolina,2020-04-01,5319577.00,970673,73153.00,12677,
25074,North Carolina,2020-04-01,6323370.00,1003793,86271.00,13118,
26724,North Carolina,2020-04-01,7338337.00,1014967,99718.00,13447,
28429,North Carolina,2020-04-01,8387625.00,1049288,113369.00,13651,
1645,North Dakota,2020-04-01,147.00,147,3.00,3,
3295,North Dakota,2020-04-01,1254.00,1107,26.00,23,
5000,North Dakota,2020-04-01,3882.00,2628,90.00,64,
6650,North Dakota,2020-04-01,7506.00,3624,179.00,89,
8355,North Dakota,2020-04-01,14112.00,6606,286.00,107,
10060,North Dakota,2020-04-01,26116.00,12004,435.00,149,
11710,North Dakota,2020-04-01,48337.00,22221,694.00,259,
13415,North Dakota,2020-04-01,93385.00,45048,1230.00,536,
15065,North Dakota,2020-04-01,173046.00,79661,2190.00,960,
1657,Utah,2020-04-01,1013.00,1012,7.00,7,
16770,North Dakota,2020-04-01,265823.00,92777,3506.00,1316,
18475,North Dakota,2020-04-01,363531.00,97708,4953.00,1447,
20015,North Dakota,2020-04-01,463413.00,99882,6428.00,1475,
21720,North Dakota,2020-04-01,566744.00,103331,7926.00,1498,
23370,North Dakota,2020-04-01,674414.00,107670,9451.00,1525,
25075,North Dakota,2020-04-01,784407.00,109993,10994.00,1543,
26725,North Dakota,2020-04-01,895156.00,110749,12553.00,1559,
28430,North Dakota,2020-04-01,1006861.00,111705,14123.00,1570,
1646,Northern Mariana Islands,2020-04-01,6.00,6,1.00,1,
3296,Northern Mariana Islands,2020-04-01,20.00,14,3.00,2,
5001,Northern Mariana Islands,2020-04-01,42.00,22,5.00,2,
6651,Northern Mariana Islands,2020-04-01,72.00,30,7.00,2,
8356,Northern Mariana Islands,2020-04-01,116.00,44,9.00,2,
10061,Northern Mariana Islands,2020-04-01,173.00,57,11.00,2,
11711,Northern Mariana Islands,2020-04-01,243.00,70,13.00,2,
13416,Northern Mariana Islands,2020-04-01,339.00,96,15.00,2,
15066,Northern Mariana Islands,2020-04-01,445.00,106,17.00,2,
16771,Northern Mariana Islands,2020-04-01,567.00,122,19.00,2,
18476,Northern Mariana Islands,2020-04-01,698.00,131,21.00,2,
20016,Northern Mariana Islands,2020-04-01,841.00,143,23.00,2,
21721,Northern Mariana Islands,2020-04-01,1000.00,159,25.00,2,
23371,Northern Mariana Islands,2020-04-01,1168.00,168,27.00,2,
25076,Northern Mariana Islands,2020-04-01,1351.00,183,29.00,2,
26726,Northern Mariana Islands,2020-04-01,1534.00,183,31.00,2,
28431,Northern Mariana Islands,2020-04-01,1730.00,196,33.00,2,
1647,Ohio,2020-04-01,2548.00,2548,65.00,65,
3297,Ohio,2020-04-01,21291.00,18743,1067.00,1002,
5002,Ohio,2020-04-01,57275.00,35984,3273.00,2206,
6652,Ohio,2020-04-01,110140.00,52865,6149.00,2876,
8357,Ohio,2020-04-01,202227.00,92087,9664.00,3515,
10062,Ohio,2020-04-01,326837.00,124610,13829.00,4165,
11712,Ohio,2020-04-01,482151.00,155314,18646.00,4817,
13417,Ohio,2020-04-01,701151.00,219000,23949.00,5303,
15067,Ohio,2020-04-01,1131244.00,430093,30497.00,6548,
16772,Ohio,2020-04-01,1831624.00,700380,39459.00,8962,
18477,Ohio,2020-04-01,2730703.00,899079,50692.00,11233,
20017,Ohio,2020-04-01,3699577.00,968874,68040.00,17348,
21722,Ohio,2020-04-01,4719618.00,1020041,86649.00,18609,
23372,Ohio,2020-04-01,5793637.00,1074019,105933.00,19284,
25077,Ohio,2020-04-01,6896193.00,1102556,125794.00,19861,
26727,Ohio,2020-04-01,8008096.00,1111903,146103.00,20309,
28432,Ohio,2020-04-01,9138230.00,1130134,166595.00,20492,
1648,Oklahoma,2020-04-01,719.00,719,30.00,30,
3298,Oklahoma,2020-04-01,4467.00,3748,260.00,230,
5003,Oklahoma,2020-04-01,11040.00,6573,594.00,334,
6653,Oklahoma,2020-04-01,25152.00,14112,983.00,389,
8358,Oklahoma,2020-04-01,62858.00,37706,1532.00,549,
10063,Oklahoma,2020-04-01,122257.00,59399,2341.00,809,
11713,Oklahoma,2020-04-01,210626.00,88369,3376.00,1035,
13418,Oklahoma,2020-04-01,334737.00,124111,4721.00,1345,
15068,Oklahoma,2020-04-01,534219.00,199482,6479.00,1758,
16773,Oklahoma,2020-04-01,825155.00,290936,8968.00,2489,
18478,Oklahoma,2020-04-01,1216023.00,390868,12532.00,3564,
20018,Oklahoma,2020-04-01,1640911.00,424888,17010.00,4478,
21723,Oklahoma,2020-04-01,2079688.00,438777,21963.00,4953,
23373,Oklahoma,2020-04-01,2527993.00,448305,28751.00,6788,
25078,Oklahoma,2020-04-01,2981236.00,453243,36042.00,7291,
26728,Oklahoma,2020-04-01,3439386.00,458150,43430.00,7388,
28433,Oklahoma,2020-04-01,3920021.00,480635,50915.00,7485,
248,Oregon,2020-04-01,2.00,2,0.00,0,
1649,Oregon,2020-04-01,739.00,737,19.00,19,
3299,Oregon,2020-04-01,3318.00,2579,123.00,104,
5004,Oregon,2020-04-01,7621.00,4303,277.00,154,
6654,Oregon,2020-04-01,16640.00,9019,488.00,211,
8359,Oregon,2020-04-01,35457.00,18817,817.00,329,
10064,Oregon,2020-04-01,62415.00,26958,1284.00,467,
11714,Oregon,2020-04-01,96280.00,33865,1845.00,561,
13419,Oregon,2020-04-01,141699.00,45419,2536.00,691,
15069,Oregon,2020-04-01,218354.00,76655,3474.00,938,
16774,Oregon,2020-04-01,333731.00,115377,4975.00,1501,
18479,Oregon,2020-04-01,477104.00,143373,6955.00,1980,
20019,Oregon,2020-04-01,632977.00,155873,9177.00,2222,
21724,Oregon,2020-04-01,798501.00,165524,11575.00,2398,
23374,Oregon,2020-04-01,984122.00,185621,14089.00,2514,
25079,Oregon,2020-04-01,1185823.00,201701,16792.00,2703,
26729,Oregon,2020-04-01,1394723.00,208900,19600.00,2808,
28434,Oregon,2020-04-01,1614478.00,219755,22486.00,2886,
1650,Pennsylvania,2020-04-01,5805.00,5805,78.00,78,
3300,Pennsylvania,2020-04-01,55569.00,49764,2749.00,2671,
5005,Pennsylvania,2020-04-01,132303.00,76734,8323.00,5574,
6655,Pennsylvania,2020-04-01,224167.00,91864,15027.00,6704,
8360,Pennsylvania,2020-04-01,341635.00,117468,22297.00,7270,
10065,Pennsylvania,2020-04-01,481226.00,139591,30061.00,7764,
11715,Pennsylvania,2020-04-01,646304.00,165078,38295.00,8234,
13420,Pennsylvania,2020-04-01,860804.00,214500,47183.00,8888,
15070,Pennsylvania,2020-04-01,1233492.00,372688,57797.00,10614,
16775,Pennsylvania,2020-04-01,1886444.00,652952,74044.00,16247,
18480,Pennsylvania,2020-04-01,2738355.00,851911,95785.00,21741,
20020,Pennsylvania,2020-04-01,3676663.00,938308,119850.00,24065,
21725,Pennsylvania,2020-04-01,4710926.00,1034263,145029.00,25179,
23375,Pennsylvania,2020-04-01,5869890.00,1158964,171336.00,26307,
25080,Pennsylvania,2020-04-01,7077486.00,1207596,198606.00,27270,
26730,Pennsylvania,2020-04-01,8294451.00,1216965,226290.00,27684,
28435,Pennsylvania,2020-04-01,9525275.00,1230824,254145.00,27855,
1651,Puerto Rico,2020-04-01,286.00,286,11.00,11,
3301,Puerto Rico,2020-04-01,1859.00,1573,105.00,94,
5006,Puerto Rico,2020-04-01,5732.00,3873,241.00,136,
6656,Puerto Rico,2020-04-01,13269.00,7537,394.00,153,
8361,Puerto Rico,2020-04-01,31141.00,17872,619.00,225,
10066,Puerto Rico,2020-04-01,64562.00,33421,1054.00,435,
11716,Puerto Rico,2020-04-01,113629.00,49067,1719.00,665,
13421,Puerto Rico,2020-04-01,180290.00,66661,2551.00,832,
15071,Puerto Rico,2020-04-01,267225.00,86935,3673.00,1122,
16776,Puerto Rico,2020-04-01,377894.00,110669,5194.00,1521,
18481,Puerto Rico,2020-04-01,505747.00,127853,7030.00,1836,
20021,Puerto Rico,2020-04-01,639946.00,134199,9067.00,2037,
21726,Puerto Rico,2020-04-01,781031.00,141085,11185.00,2118,
23376,Puerto Rico,2020-04-01,946602.00,165571,13495.00,2310,
25081,Puerto Rico,2020-04-01,1118974.00,172372,16000.00,2505,
26731,Puerto Rico,2020-04-01,1292647.00,173673,18549.00,2549,
28436,Puerto Rico,2020-04-01,1473248.00,180601,21129.00,2580,
249,Rhode Island,2020-04-01,2.00,2,0.00,0,
1652,Rhode Island,2020-04-01,568.00,566,10.00,10,
3302,Rhode Island,2020-04-01,9530.00,8962,289.00,279,
5007,Rhode Island,2020-04-01,24521.00,14991,1009.00,720,
6657,Rhode Island,2020-04-01,41374.00,16853,1965.00,956,
8362,Rhode Island,2020-04-01,60396.00,19022,2972.00,1007,
10067,Rhode Island,2020-04-01,82398.00,22002,4022.00,1050,
11717,Rhode Island,2020-04-01,107312.00,24914,5139.00,1117,
13422,Rhode Island,2020-04-01,140186.00,32874,6340.00,1201,
15072,Rhode Island,2020-04-01,198092.00,57906,7720.00,1380,
16777,Rhode Island,2020-04-01,286041.00,87949,9497.00,1777,
18482,Rhode Island,2020-04-01,401997.00,115956,11670.00,2173,
20022,Rhode Island,2020-04-01,528585.00,126588,14187.00,2517,
21727,Rhode Island,2020-04-01,666433.00,137848,16811.00,2624,
23377,Rhode Island,2020-04-01,814619.00,148186,19482.00,2671,
25082,Rhode Island,2020-04-01,966463.00,151844,22194.00,2712,
26732,Rhode Island,2020-04-01,1119081.00,152618,24924.00,2730,
28437,Rhode Island,2020-04-01,1273420.00,154339,27664.00,2740,
1653,South Carolina,2020-04-01,1293.00,1293,26.00,26,
3303,South Carolina,2020-04-01,7551.00,6258,282.00,256,
5008,South Carolina,2020-04-01,19699.00,12148,782.00,500,
6658,South Carolina,2020-04-01,57618.00,37919,1548.00,766,
8363,South Carolina,2020-04-01,148217.00,90599,3299.00,1751,
10068,South Carolina,2020-04-01,268063.00,119846,6056.00,2757,
11718,South Carolina,2020-04-01,416386.00,148323,9456.00,3400,
13423,South Carolina,2020-04-01,594409.00,178023,13392.00,3936,
15073,South Carolina,2020-04-01,813321.00,218912,17796.00,4404,
16778,South Carolina,2020-04-01,1120828.00,307507,23092.00,5296,
18483,South Carolina,2020-04-01,1566744.00,445916,30375.00,7283,
20023,South Carolina,2020-04-01,2084720.00,517976,38937.00,8562,
21728,South Carolina,2020-04-01,2637401.00,552681,48111.00,9174,
23378,South Carolina,2020-04-01,3216957.00,579556,57617.00,9506,
25083,South Carolina,2020-04-01,3810219.00,593262,67353.00,9736,
26733,South Carolina,2020-04-01,4407240.00,597021,77179.00,9826,
28438,South Carolina,2020-04-01,5024388.00,617148,87083.00,9904,
1654,South Dakota,2020-04-01,129.00,129,1.00,1,
3304,South Dakota,2020-04-01,2654.00,2525,22.00,21,
5009,South Dakota,2020-04-01,7688.00,5034,84.00,62,
6659,South Dakota,2020-04-01,14514.00,6826,177.00,93,
8364,South Dakota,2020-04-01,23381.00,8867,311.00,134,
10069,South Dakota,2020-04-01,37130.00,13749,478.00,167,
11719,South Dakota,2020-04-01,60266.00,23136,714.00,236,
13424,South Dakota,2020-04-01,107590.00,47324,1151.00,437,
15074,South Dakota,2020-04-01,188502.00,80912,2099.00,948,
16779,South Dakota,2020-04-01,287666.00,99164,3587.00,1488,
18484,South Dakota,2020-04-01,395981.00,108315,5365.00,1778,
20024,South Dakota,2020-04-01,508451.00,112470,7253.00,1888,
21729,South Dakota,2020-04-01,626440.00,117989,9191.00,1938,
23379,South Dakota,2020-04-01,749100.00,122660,11158.00,1967,
25084,South Dakota,2020-04-01,873291.00,124191,13172.00,2014,
26734,South Dakota,2020-04-01,997852.00,124561,15210.00,2038,
28439,South Dakota,2020-04-01,1123068.00,125216,17253.00,2043,
1655,Tennessee,2020-04-01,2689.00,2689,23.00,23,
3305,Tennessee,2020-04-01,14470.00,11781,228.00,205,
5010,Tennessee,2020-04-01,37712.00,23242,589.00,361,
6660,Tennessee,2020-04-01,82072.00,44360,1191.00,602,
